movie,genre,gross,tickets_sold
Glass Onion: A Knives Out M...,Drama,"$13,300,000 ","1,450,381"
The Chosen Season 3: Episod...,Drama,"$13,034,172 ","1,421,392"
Easter Sunday,Comedy,"$13,013,690 ","1,419,159"
One Piece Film: Red,Action,"$12,768,073 ","1,392,374"
Jaws,Horror,"$12,257,035 ","1,336,645"
X,Horror,"$11,769,469 ","1,283,475"
Bros,Romantic Comedy,"$11,628,165 ","1,268,065"
Bodies Bodies Bodies,Horror,"$11,446,602 ","1,248,266"
Licorice Pizza,Drama,"$10,935,116 ","1,192,488"
Terrifier 2,Horror,"$10,636,305 ","1,159,902"
Mrs. Harris Goes to Paris,Drama,"$10,433,915 ","1,137,831"
West Side Story,Musical,"$10,361,074 ","1,129,888"
Devotion,Action,"$10,104,358 ","1,101,892"
Blacklight,Action,"$9,591,094 ","1,045,920"
Firestarter,Horror,"$9,589,250 ","1,045,719"
See How They Run,Comedy,"$9,586,237 ","1,045,391"
The Matrix Resurrections,Action,"$9,552,171 ","1,041,676"
Pearl,Horror,"$9,423,445 ","1,027,638"
Redeeming Love,Drama,"$9,214,020 ","1,004,800"
Till,Drama,"$8,758,984 ","955,178"
Three Thousand Years of Lon...,Drama,"$8,286,741 ","903,679"
The Banshees of Inisherin,Drama,"$7,904,578 ","862,004"
Brahmastra Part 1: Shiva,Adventure,"$7,839,108 ","854,864"
Men,Horror,"$7,587,853 ","827,464"
Memory,Action,"$7,329,043 ","799,241"
Fall,Thriller/Suspense,"$7,240,521 ","789,587"
Ghostbusters: Afterlife,Comedy,"$6,981,615 ","761,353"
BTS Permission to Dance on ...,Concert/Perfor...,"$6,840,000 ","745,910"
K.G.F: Chapter 2,Action,"$6,604,562 ","720,235"
Marcel the Shell with Shoes On,Comedy,"$6,333,703 ","690,698"
Encanto,Adventure,"$5,465,293 ","595,997"
Orphan: First Kill,Horror,"$5,413,227 ","590,319"
Tucker: The Man and His Dream,Drama,"$5,253,342 ","572,883"
T√ÅR,Drama,"$5,126,583 ","559,060"
Lifemark,Drama,"$5,007,861 ","546,113"
Ponniyin Selvan: Part One,Action,"$4,918,000 ","536,314"
House of Gucci,Drama,"$4,786,047 ","521,924"
Mississippi Masala,Drama,"$4,745,453 ","517,497"
The Cursed,Horror,"$4,588,389 ","500,369"
She Said,Drama,"$4,470,795 ","487,545"
ET: The Extra-Terrestrial,Drama,"$4,301,665 ","469,101"
Vengeance,Black Comedy,"$4,225,720 ","460,820"
Moonage Daydream,Documentary,"$4,218,925 ","460,079"
Clerks III,Comedy,"$4,103,555 ","447,497"
Bones and All,Thriller/Suspense,"$4,020,403 ","438,429"
Belle,Adventure,"$4,018,313 ","438,202"
Triangle of Sadness,Black Comedy,"$4,001,062 ","436,320"
Family Camp,Comedy,"$3,973,263 ","433,289"
Cyrano,Musical,"$3,873,124 ","422,369"
Nightmare Alley,Thriller/Suspense,"$3,757,964 ","409,810"
The Fabelmans,Drama,"$3,638,346 ","396,766"
Laal Singh Chaddha,Drama,"$3,401,324 ","370,918"
The Outfit,Drama,"$3,344,040 ","364,671"
The Worst Person in the World,Comedy,"$3,034,775 ","330,946"
Breaking,Thriller/Suspense,"$2,806,359 ","306,036"
Honk for Jesus. Save Your S...,Comedy,"$2,561,270 ","279,309"
Mack & Rita,Comedy,"$2,535,459 ","276,494"
Studio 666,Horror,"$2,513,963 ","274,150"
A Journal for Jordan,Drama,"$2,494,113 ","271,986"
Crimes of the Future,Horror,"$2,452,882 ","267,489"
Belfast,Drama,"$2,364,945 ","257,900"
Gigi & Nate,Drama,"$2,280,814 ","248,725"
The Good House,Comedy,"$2,219,760 ","242,067"
Parallel Mothers,Drama,"$2,177,773 ","237,488"
Emily the Criminal,Thriller/Suspense,"$2,156,296 ","235,146"
The Wolf and the Lion,Adventure,"$2,072,173 ","225,973"
Umma,Horror,"$2,071,495 ","225,899"
Jeepers Creepers: Reborn,Horror,"$2,033,057 ","221,707"
Drive My Car,Drama,"$2,023,519 ","220,667"
Watcher,Thriller/Suspense,"$1,961,207 ","213,872"
Mr. Malcolm's List,Romantic Comedy,"$1,885,720 ","205,640"
Decision to Leave,Drama,"$1,872,361 ","204,183"
Armageddon Time,Drama,"$1,860,050 ","202,840"
2022 Oscar Shorts,Multiple Genres,"$1,801,646 ","196,471"
Radhe Shyam,Drama,"$1,800,000 ","196,292"
The King's Daughter,Adventure,"$1,747,263 ","190,541"
Infinite Storm,Drama,"$1,600,542 ","174,541"
Jugjugg Jeeyo,Comedy,"$1,540,000 ","167,938"
The Duke,Comedy,"$1,526,970 ","166,517"
Running The Bases,Drama,"$1,511,980 ","164,883"
Y Como Es El,Comedy,"$1,500,636 ","163,646"
The Kashmir Files,Thriller/Suspense,"$1,485,000 ","161,941"
2000 Mules,Documentary,"$1,465,512 ","159,815"
The Servant,Drama,"$1,417,550 ","154,585"
The Godfather,Drama,"$1,414,662 ","154,270"
Acharya,Action,"$1,412,000 ","153,980"
Medieval,Action,"$1,374,325 ","149,871"
Rogue One: A Star Wars Story,Adventure,"$1,362,667 ","148,600"
Dune,Action,"$1,151,687 ","125,592"
Fire of Love,Documentary,"$1,064,080 ","116,039"
"Hallelujah: Leonard Cohen, ...",Documentary,"$1,062,603 ","115,878"
Drishyam 2,Drama,"$1,050,000 ","114,503"
The Contractor,Thriller/Suspense,"$1,035,265 ","112,896"
After Ever Happy,Drama,"$989,088 ","107,861"
The Beatles Get Back: The R...,Concert/Perfor...,"$976,712 ","106,511"
Venom: Let There be Carnage,Action,"$941,330 ","102,653"
Twenty One Pilots: Cinema E...,Concert/Perfor...,"$875,000 ","95,419"
Hansan: Rising Dragon,Action,"$865,888 ","94,426"
The Tiger Rising,Drama,"$835,162 ","91,075"
Petite maman,Drama,"$829,065 ","90,410"
Aftersun,Drama,"$790,994 ","86,258"
The Phantom of the Open,Comedy,"$748,695 ","81,646"
Aline,Drama,"$667,815 ","72,826"
Ante Sundaraniki,Comedy,"$621,000 ","67,720"
The Roundup,Action,"$613,026 ","66,851"
Official Competition,Comedy,"$593,926 ","64,768"
Cuando Sea Joven,Comedy,"$588,028 ","64,125"
Runway 34,Thriller/Suspense,"$549,624 ","59,937"
"Confess, Fletch",Comedy,"$538,842 ","58,761"
The Legend of Maula Jatt,Action,"$525,000 ","57,251"
Call Jane,Drama,"$512,770 ","55,918"
God's Country,Drama,"$493,679 ","53,836"
Deep in the Heart: A Texas ...,Documentary,"$480,240 ","52,370"
The Railway Children,Adventure,"$457,433 ","49,883"
Brian and Charles,Comedy,"$430,635 ","46,961"
Beast,Action,"$430,000 ","46,892"
Emergency Declaration,Thriller/Suspense,"$412,196 ","44,950"
Facing Nolan,Documentary,"$405,797 ","44,252"
Superspreader,Documentary,"$399,370 ","43,551"
King Richard,Drama,"$399,007 ","43,512"
Yashoda,Thriller/Suspense,"$395,000 ","43,075"
Tyson's Run,Drama,"$391,167 ","42,657"
Alice,Thriller/Suspense,"$373,037 ","40,680"
Selena,Drama,"$360,000 ","39,258"
Inu-Oh,Musical,"$351,558 ","38,337"
The Forgiven,Drama,"$340,222 ","37,101"
Godzilla Against MechaGodzilla,Action,"$335,000 ","36,532"
Red Rocket,Drama,"$330,406 ","36,031"
Mad God,Horror,"$325,042 ","35,446"
Clean,Thriller/Suspense,"$318,877 ","34,773"
Waterman,Documentary,"$316,848 ","34,552"
Meet Me in the Bathroom,Documentary,"$307,000 ","33,478"
The Deer King,Adventure,"$296,210 ","32,302"
Montana Story,Drama,"$292,916 ","31,942"
Flee,Documentary,"$283,487 ","30,914"
A Love Song,Drama,"$278,889 ","30,413"
Mothering Sunday,Drama,"$275,352 ","30,027"
Kaathu Vaakula Rendu Kadhal,Romantic Comedy,"$270,000 ","29,443"
Gone in the Night,Thriller/Suspense,"$266,466 ","29,058"
You Won't Be Alone,Horror,"$264,055 ","28,795"
Paul's Promise,Drama,"$258,545 ","28,194"
The Automat,Documentary,"$257,371 ","28,066"
On the Come Up,Drama,"$236,153 ","25,752"
Who We Are: A Chronicle of ...,Documentary,"$234,298 ","25,550"
Sundown,Thriller/Suspense,"$229,921 ","25,073"
CatVideoFest 2022,Documentary,"$217,330 ","23,700"
Love in Kilnerry,Romantic Comedy,"$213,101 ","23,238"
Compartment No. 6,Drama,"$205,601 ","22,421"
The Silent Twins,Drama,"$205,135 ","22,370"
Benediction,Drama,"$201,093 ","21,929"
Both Sides of the Blade,Drama,"$201,047 ","21,924"
Neptune Frost,Musical,"$193,875 ","21,142"
Inland Empire,Drama,"$186,470 ","20,334"
Too Cool to Kill,Comedy,"$185,882 ","20,270"
Dual,Thriller/Suspense,"$185,212 ","20,197"
Hatching,Horror,"$182,925 ","19,948"
Happening,Drama,"$181,023 ","19,740"
UFC 273: Volkanovski vs. Th...,Concert/Perfor...,"$180,000 ","19,629"
Jazz Fest: A New Orleans Story,Documentary,"$179,005 ","19,520"
Eternals,Action,"$175,832 ","19,174"
The Inspection,Drama,"$173,793 ","18,952"
Alienoid,Action,"$168,309 ","18,354"
Virata Parvam,Thriller/Suspense,"$165,000 ","17,993"
Vortex,Drama,"$160,892 ","17,545"
Resurrection,Thriller/Suspense,"$160,866 ","17,542"
The Conversation,Thriller/Suspense,"$154,909 ","16,893"
Hockeyland,Documentary,"$151,292 ","16,498"
Hit the Road,Drama,"$151,018 ","16,468"
"My Donkey, My Lover & I",Comedy,"$149,621 ","16,316"
The French Dispatch,Comedy,"$147,605 ","16,096"
Firebird,Drama,"$144,118 ","15,716"
The Witch 2: The Other One,Horror,"$143,723 ","15,673"
UFC 281: Adesanya vs. Pereia,Concert/Perfor...,"$138,000 ","15,049"
Holy Spider,Drama,"$136,960 ","14,935"
The Killer,Action,"$134,716 ","14,690"
Gabby Giffords Won't Back D...,Documentary,"$134,098 ","14,623"
Lost Illusions,Drama,"$126,391 ","13,783"
Gamestop: Rise of the Players,Documentary,"$126,297 ","13,772"
Diva,Thriller/Suspense,"$122,715 ","13,382"
The Storied Life of A.J. Fikry,Romantic Comedy,"$121,000 ","13,195"
A Silent Voice,Drama,"$120,332 ","13,122"
Pompo: The Cinéphile,Comedy,"$120,119 ","13,099"
The Rose Maker,Comedy,"$119,160 ","12,994"
No Time to Die,Action,"$119,000 ","12,977"
Heropanti 2,Action,"$115,000 ","12,540"
Green Ghost & The Masters O...,Action,"$113,687 ","12,397"
Pleasure,Drama,"$106,789 ","11,645"
Jockey,Drama,"$104,820 ","11,430"
My Old School,Documentary,"$103,966 ","11,337"
I Love My Dad,Comedy,"$101,508 ","11,069"
We're All Going to the Worl...,Horror,"$101,178 ","11,033"
Gold,Thriller/Suspense,"$100,197 ","10,926"
The Velvet Queen,Documentary,"$99,045 ","10,800"
Abandoned,Horror,"$96,761 ","10,551"
Strawberry Mansion,Comedy,"$96,756 ","10,551"
The Return Of Tanya Tucker:...,Documentary,"$91,538 ","9,982"
Three Minutes - A Lengthening,Documentary,"$90,144 ","9,830"
"Goodbye, Don Glees!",Adventure,"$86,610 ","9,444"
UnFavorable Odds,Romantic Comedy,"$86,203 ","9,400"
All My Puny Sorrows,Drama,"$84,735 ","9,240"
All My Friends Hate Me,Comedy,"$80,405 ","8,768"
Butter,Drama,"$78,450 ","8,555"
Hold Me Tight,Drama,"$74,723 ","8,148"
"Paris, 13th District",Drama,"$73,118 ","7,973"
The Discreet Charm of the B...,Comedy,"$72,632 ","7,920"
Great Freedom,Drama,"$71,946 ","7,845"
The Territory,Documentary,"$69,316 ","7,558"
Maika: The Girl From Anothe...,Adventure,"$69,257 ","7,552"
Sharp Stick,Comedy,"$68,598 ","7,480"
Tad the Lost Explorer and t...,Adventure,"$67,599 ","7,371"
Freakscene - The Story of D...,Documentary,"$66,038 ","7,201"
Apocalypse Now,Action,"$64,349 ","7,017"
Le temps des secrets,Drama,"$64,248 ","7,006"
Summering,Drama,"$57,770 ","6,299"
Murina,Drama,"$55,762 ","6,080"
See For Me,Thriller/Suspense,"$55,191 ","6,018"
On the Count of Three,Drama,"$54,515 ","5,944"
Ahed's Knee,Drama,"$52,702 ","5,747"
Memoria,Drama,"$52,656 ","5,742"
Piggy,Horror,"$50,966 ","5,557"
Free Chol Soo Lee,Documentary,"$50,083 ","5,461"
Vesper,Adventure,"$49,493 ","5,397"
EO,Drama,"$49,419 ","5,389"
Cat Daddies,Documentary,"$48,595 ","5,299"
Poly Styrene: I Am a Cliché,Documentary,"$48,544 ","5,293"
Lux Aeterna,Thriller/Suspense,"$47,039 ","5,129"
Give Me Five,Comedy,"$47,033 ","5,129"
After Yang,Drama,"$46,872 ","5,111"
Loving Highsmith,Multiple Genres,"$46,172 ","5,035"
You Are Not My Mother,Horror,"$45,040 ","4,911"
1982,Drama,"$43,829 ","4,779"
Take Me to the River: New O...,Documentary,"$43,563 ","4,750"
All That Breathes,Documentary,"$43,467 ","4,740"
Ali and Ava,Drama,"$43,358 ","4,728"
Punch 9 for Harold Washington,Documentary,"$43,170 ","4,707"
Anais in Love,Comedy,"$42,941 ","4,682"
Poser,Drama,"$42,179 ","4,599"
A Chiara,Drama,"$41,925 ","4,571"
Jane by Charlotte,Documentary,"$41,080 ","4,479"
"Riotsville, U.S.A.",Documentary,"$40,960 ","4,466"
Remembering Heaven,Documentary,"$40,907 ","4,460"
Utama,Drama,"$38,863 ","4,238"
All The Beauty And The Bloo...,Documentary,"$38,182 ","4,163"
Salvatore: Shoemaker of Dreams,Documentary,"$36,449 ","3,974"
Anonymous Club,Documentary,"$35,481 ","3,869"
Ted K,Drama,"$35,464 ","3,867"
Catch the Fair One,Thriller/Suspense,"$34,541 ","3,766"
Private Desert,Drama,"$32,681 ","3,563"
Casablanca Beats,Drama,"$32,577 ","3,552"
The Sound of Violet,Drama,"$32,294 ","3,521"
Sparks: The Ken Sparks Story,Documentary,"$30,801 ","3,358"
Buried: The 1982 Alpine Mea...,Documentary,"$30,310 ","3,305"
Nikamma,Action,"$30,190 ","3,292"
Fortune Favors Lady Nikuko,Adventure,"$29,823 ","3,252"
The African Desperate,Comedy,"$29,763 ","3,245"
Bitterbrush,Documentary,"$28,099 ","3,064"
"Lingui, The Sacred Bonds",Drama,"$27,553 ","3,004"
The Innocents,Horror,"$25,705 ","2,803"
Fabian: Going to the Dogs,Drama,"$24,971 ","2,723"
Young Plato,Documentary,"$24,376 ","2,658"
Wolf Pack,Action,"$23,617 ","2,575"
Brainwashed: Sex-Camera-Power,Documentary,"$22,978 ","2,505"
Dreaming Walls: Inside the ...,Documentary,"$22,534 ","2,457"
Cow,Documentary,"$22,504 ","2,454"
The Divine Protector - Mast...,Adventure,"$22,321 ","2,434"
Brighton 4th,Comedy,"$22,313 ","2,433"
Please Baby Please,Musical,"$22,280 ","2,429"
Good Mourning,Comedy,"$21,348 ","2,328"
Mr. Klein,Drama,"$20,741 ","2,261"
Project Wolf Hunting,Thriller/Suspense,"$20,541 ","2,240"
Unplugging,Comedy,"$20,500 ","2,235"
France,Comedy,"$20,336 ","2,217"
C'mon C'mon,Drama,"$19,896 ","2,169"
Life & Life,Documentary,"$19,678 ","2,145"
The Runner,Drama,"$19,458 ","2,121"
Sirens,Documentary,"$19,262 ","2,100"
Flux Gourmet,Horror,"$19,222 ","2,096"
The Cherry Bushido,Adventure,"$19,100 ","2,082"
"Costa Brava, Lebanon",Drama,"$18,712 ","2,040"
Charlotte,Drama,"$18,520 ","2,019"
Benedetta,Drama,"$18,431 ","2,009"
Lost Highway,Thriller/Suspense,"$18,028 ","1,965"
The Scary of Sixty First,Horror,"$17,689 ","1,929"
Bad Axe,Documentary,"$16,689 ","1,819"
Beba,Documentary,"$16,254 ","1,772"
Slash/Back,Thriller/Suspense,"$16,247 ","1,771"
Rite of the Shaman,Drama,"$16,221 ","1,768"
Huda's Salon,Thriller/Suspense,"$16,128 ","1,758"
Claydream,Documentary,"$16,093 ","1,754"
Wildhood,Drama,"$15,998 ","1,744"
She Will,Thriller/Suspense,"$15,011 ","1,636"
Bad Luck Banging or Loony Porn,Comedy,"$14,576 ","1,589"
You Resemble Me,Drama,"$14,395 ","1,569"
¬°Viva Maestro!,Documentary,"$14,310 ","1,560"
Writing With Fire,Documentary,"$14,112 ","1,538"
The Tale of King Crab,Drama,"$12,896 ","1,406"
Olga,Drama,"$12,494 ","1,362"
The Wobblies,Documentary,"$12,232 ","1,333"
Shortbus,Comedy,"$12,205 ","1,330"
Clara Sola,Drama,"$12,076 ","1,316"
Fire in the Mountains,Drama,"$12,038 ","1,312"
Laleh Drive,Action,"$11,920 ","1,299"
Pretty Problems,Comedy,"$11,400 ","1,243"
Medusa,Thriller/Suspense,"$11,315 ","1,233"
Last Flight Home,Documentary,"$10,984 ","1,197"
Barbarians,Thriller/Suspense,"$10,742 ","1,171"
Distant,Drama,"$10,580 ","1,153"
Only in Theaters,Documentary,"$9,972 ","1,087"
Alma's Rainbow,Comedy,"$9,577 ","1,044"
Stunt Rock,Action,"$9,530 ","1,039"
The Torch,Documentary,"$9,459 ","1,031"
Learn to Swim,Drama,"$9,294 ","1,013"
Julia,Documentary,"$9,246 ","1,008"
In Front of Your Face,Drama,"$9,150 ",997
About Fate,Romantic Comedy,"$8,688 ",947
Burial,Thriller/Suspense,"$8,566 ",934
Hold Your Fire,Documentary,"$7,502 ",818
Mau,Documentary,"$7,500 ",817
Alter Ego,Thriller/Suspense,"$7,390 ",805
There There,Drama,"$7,147 ",779
Gossamer Folds,Drama,"$7,113 ",775
I've Heard the Mermaids Sin...,Comedy,"$6,840 ",745
Kamikaze Hearts,Drama,"$6,669 ",727
The Story of Film: A New Ge...,Documentary,"$6,363 ",693
Fiddler's Journey to the Bi...,Documentary,"$6,318 ",688
When Men Were Men,Drama,"$6,125 ",667
"Hello, Bookstore",Documentary,"$6,000 ",654
Italian Studies,Drama,"$5,895 ",642
A Taste of Hunger,Drama,"$5,860 ",639
A Banquet,Thriller/Suspense,"$5,238 ",571
Saloum,Thriller/Suspense,"$5,078 ",553
A Couple,Drama,"$5,000 ",545
Mondocane,Thriller/Suspense,"$4,927 ",537
Next Exit,Comedy,"$4,742 ",517
The Gravedigger,Horror,"$4,726 ",515
A Man of Integrity,Drama,"$4,499 ",490
a-ha: The Movie,Documentary,"$4,258 ",464
Luzzu,Drama,"$3,996 ",435
Carmen,Drama,"$3,927 ",428
The Novice,Thriller/Suspense,"$3,802 ",414
Adventures in Success,Comedy,"$3,695 ",402
Going All the Way,Drama,"$3,648 ",397
Into the Weeds,Documentary,"$3,410 ",371
Carp-e Diem,Comedy,"$3,364 ",366
Bar Fight!,Comedy,"$3,300 ",359
Leonor Will Never Die,Comedy,"$3,213 ",350
Bloom Up: A Swinger Couple ...,Documentary,"$3,107 ",338
Highway One,Drama,"$3,063 ",334
The Modern Way,Drama,"$3,059 ",333
Apples,Comedy,"$2,934 ",319
Ultrasound,Thriller/Suspense,"$2,908 ",317
The Sleeping Negro,Drama,"$2,830 ",308
Golden Voices,Romantic Comedy,"$2,305 ",251
Stanleyville,Comedy,"$2,137 ",233
Kill Devil Hills,Horror,"$2,022 ",220
B'Twixt Now and Sunrise,Horror,"$1,996 ",217
Rubikon,Thriller/Suspense,"$1,843 ",200
Losing Ground,Drama,"$1,486 ",162
Sensational Short Films,Multiple Genres,"$1,272 ",138
Petite fille,Documentary,"$1,122 ",122
Veneciafrenia,Adventure,"$1,006 ",109
Sniper: The White Raven,Drama,$881 ,96
Terror on the Prairie,Western,$804 ,87
Found Wandering Lost,Drama,$570 ,62
The Burning Sea,Action,$493 ,53
Indemnity,Action,$347 ,37
