title,url,rating,agerating,oldreleaseyear,releaseyear
Mia and Me: The Hero of Centopia,https://www.imdb.com/title/tt5790684/?ref_=adv_li_tt,5.6,PG,-2022,2022
Polaroid,https://www.imdb.com/title/tt5598292/?ref_=adv_li_tt,5.1,PG-13,2019,2019
Legacy Peak,https://www.imdb.com/title/tt21104674/?ref_=adv_li_tt,8.3,PG,-2022,2022
The Killing of Two Lovers,https://www.imdb.com/title/tt10702148/?ref_=adv_li_tt,6.9,R,-2020,2020
The Old Ways,https://www.imdb.com/title/tt12829958/?ref_=adv_li_tt,5.4,R,2020,2020
Shithouse,https://www.imdb.com/title/tt11618536/?ref_=adv_li_tt,6.8,R,-2020,2020
Moonbound,https://www.imdb.com/title/tt14534992/?ref_=adv_li_tt,4.8,PG,-2021,2021
The Prodigy,https://www.imdb.com/title/tt4504044/?ref_=adv_li_tt,5.8,R,-2019,2019
"Batman: The Long Halloween, Part Two",https://www.imdb.com/title/tt14402926/?ref_=adv_li_tt,7.1,R,-2021,2021
The Summit of the Gods,https://www.imdb.com/title/tt7014378/?ref_=adv_li_tt,7.5,PG,-2021,2021
A Chiara,https://www.imdb.com/title/tt14324296/?ref_=adv_li_tt,6.9,R,-2021,2021
The House Next Door: Meet the Blacks 2,https://www.imdb.com/title/tt7524444/?ref_=adv_li_tt,3.9,R,-2021,2021
Survive the Night,https://www.imdb.com/title/tt10303324/?ref_=adv_li_tt,4.1,R,-2020,2020
The Death of Dick Long,https://www.imdb.com/title/tt9356952/?ref_=adv_li_tt,6.4,R,-2019,2019
Resort to Love,https://www.imdb.com/title/tt12929990/?ref_=adv_li_tt,5.7,PG,-2021,2021
Playing with Fire,https://www.imdb.com/title/tt9134216/?ref_=adv_li_tt,5.1,PG,2019,2019
The Commando,https://www.imdb.com/title/tt12689248/?ref_=adv_li_tt,3.3,R,-2022,2022
Hooking Up,https://www.imdb.com/title/tt9815998/?ref_=adv_li_tt,5.5,R,-2020,2020
Mortal Kombat Legends: Battle of the Realms,https://www.imdb.com/title/tt14901058/?ref_=adv_li_tt,6.5,R,-2021,2021
A Shaun the Sheep Movie: Farmageddon,https://www.imdb.com/title/tt6193408/?ref_=adv_li_tt,6.8,G,-2019,2019
The Lost Husband,https://www.imdb.com/title/tt4257940/?ref_=adv_li_tt,6.1,PG-13,-2020,2020
Mortal Kombat Legends: Scorpion's Revenge,https://www.imdb.com/title/tt9580138/?ref_=adv_li_tt,7.4,R,-2020,2020
Monos,https://www.imdb.com/title/tt6062774/?ref_=adv_li_tt,6.9,R,-2019,2019
Hollywood Stargirl,https://www.imdb.com/title/tt14109994/?ref_=adv_li_tt,5.7,PG,-2022,2022
Limbo,https://www.imdb.com/title/tt9138170/?ref_=adv_li_tt,7.2,R,2020,2020
Dream Horse,https://www.imdb.com/title/tt9883996/?ref_=adv_li_tt,6.9,PG,-2020,2020
Corporate Animals,https://www.imdb.com/title/tt8366502/?ref_=adv_li_tt,4.4,R,-2019,2019
Hell on the Border,https://www.imdb.com/title/tt8652584/?ref_=adv_li_tt,4.5,R,-2019,2019
Wander Darkly,https://www.imdb.com/title/tt8902978/?ref_=adv_li_tt,5.8,R,-2020,2020
Jungle Beat: The Movie,https://www.imdb.com/title/tt12139700/?ref_=adv_li_tt,5.5,G,-2020,2020
Everybody's Talking About Jamie,https://www.imdb.com/title/tt8635092/?ref_=adv_li_tt,6.5,PG-13,-2021,2021
Burn,https://www.imdb.com/title/tt8009314/?ref_=adv_li_tt,5.7,R,2019,2019
Zero Contact,https://www.imdb.com/title/tt12359080/?ref_=adv_li_tt,3,R,-2022,2022
The Last Champion,https://www.imdb.com/title/tt5689056/?ref_=adv_li_tt,7,PG-13,-2020,2020
Stars Fell on Alabama,https://www.imdb.com/title/tt10712928/?ref_=adv_li_tt,5.5,PG-13,-2021,2021
Overcomer,https://www.imdb.com/title/tt8186318/?ref_=adv_li_tt,6.6,PG,-2019,2019
Control,https://www.imdb.com/title/tt14036276/?ref_=adv_li_tt,4.3,R,-2022,2022
Flora & Ulysses,https://www.imdb.com/title/tt8521736/?ref_=adv_li_tt,6.2,PG,-2021,2021
Deadlock,https://www.imdb.com/title/tt10957044/?ref_=adv_li_tt,3.5,R,2021,2021
Tone-Deaf,https://www.imdb.com/title/tt8332666/?ref_=adv_li_tt,4.9,R,-2019,2019
Bromates,https://www.imdb.com/title/tt15131130/?ref_=adv_li_tt,4.1,R,-2022,2022
Stowaway,https://www.imdb.com/title/tt8889818/?ref_=adv_li_tt,3.2,R,2021,2021
Children of the Corn,https://www.imdb.com/title/tt12311866/?ref_=adv_li_tt,4.2,R,-2020,2020
Come to Daddy,https://www.imdb.com/title/tt8816194/?ref_=adv_li_tt,6,R,-2019,2019
Doula,https://www.imdb.com/title/tt14622542/?ref_=adv_li_tt,4.3,R,2022,2022
The Lovebirds,https://www.imdb.com/title/tt8851668/?ref_=adv_li_tt,6.1,R,-2020,2020
Swan Song,https://www.imdb.com/title/tt10832274/?ref_=adv_li_tt,7,R,2021,2021
Disturbing the Peace,https://www.imdb.com/title/tt5717194/?ref_=adv_li_tt,3.3,R,-2020,2020
UglyDolls,https://www.imdb.com/title/tt1946502/?ref_=adv_li_tt,5,PG,-2019,2019
Invisible Life,https://www.imdb.com/title/tt6390668/?ref_=adv_li_tt,7.7,R,-2019,2019
What Men Want,https://www.imdb.com/title/tt7634968/?ref_=adv_li_tt,5.3,R,-2019,2019
Maanaadu,https://www.imdb.com/title/tt4983780/?ref_=adv_li_tt,8.3,PG-13,-2021,2021
Cut Throat City,https://www.imdb.com/title/tt3547306/?ref_=adv_li_tt,4.9,R,-2020,2020
Lady of the Manor,https://www.imdb.com/title/tt11826450/?ref_=adv_li_tt,5.3,R,-2021,2021
Ghoster,https://www.imdb.com/title/tt10580194/?ref_=adv_li_tt,3.8,PG,-2022,2022
Corsicana,https://www.imdb.com/title/tt12814440/?ref_=adv_li_tt,7.8,R,-2022,2022
The Sky Is Everywhere,https://www.imdb.com/title/tt2201261/?ref_=adv_li_tt,5.6,PG-13,-2022,2022
The Girl Who Believes in Miracles,https://www.imdb.com/title/tt9098454/?ref_=adv_li_tt,5.4,PG,-2021,2021
Veneciafrenia,https://www.imdb.com/title/tt12412166/?ref_=adv_li_tt,5.2,R,-2021,2021
Concrete Cowboy,https://www.imdb.com/title/tt8846176/?ref_=adv_li_tt,6.3,R,-2020,2020
I'm Your Woman,https://www.imdb.com/title/tt10243992/?ref_=adv_li_tt,6.2,R,-2020,2020
Dark Web: Cicada 3301,https://www.imdb.com/title/tt8110246/?ref_=adv_li_tt,5,R,-2021,2021
The Photograph,https://www.imdb.com/title/tt7798646/?ref_=adv_li_tt,6.1,PG-13,2020,2020
Otherhood,https://www.imdb.com/title/tt4180560/?ref_=adv_li_tt,6.1,R,-2019,2019
Son of the South,https://www.imdb.com/title/tt2235372/?ref_=adv_li_tt,6.2,PG-13,-2020,2020
Long Weekend,https://www.imdb.com/title/tt11020728/?ref_=adv_li_tt,6.1,R,-2021,2021
Long Story Short,https://www.imdb.com/title/tt10896634/?ref_=adv_li_tt,6.5,R,-2021,2021
The Truth,https://www.imdb.com/title/tt8323120/?ref_=adv_li_tt,6.5,PG,-2019,2019
The Moderator,https://www.imdb.com/title/tt12810902/?ref_=adv_li_tt,3.6,R,-2022,2022
Christmas Is Canceled,https://www.imdb.com/title/tt15186426/?ref_=adv_li_tt,4.7,R,-2021,2021
The Haunting of Sharon Tate,https://www.imdb.com/title/tt7976208/?ref_=adv_li_tt,2.9,R,-2019,2019
Brothers by Blood,https://www.imdb.com/title/tt8368294/?ref_=adv_li_tt,5,R,-2020,2020
Monster Family 2,https://www.imdb.com/title/tt15096796/?ref_=adv_li_tt,4.8,PG,-2021,2021
7 Prisoners,https://www.imdb.com/title/tt14168118/?ref_=adv_li_tt,7.1,R,-2021,2021
Hard Kill,https://www.imdb.com/title/tt11656172/?ref_=adv_li_tt,3.3,R,-2020,2020
The Dare,https://www.imdb.com/title/tt6270640/?ref_=adv_li_tt,5.1,R,-2019,2019
Vanquish,https://www.imdb.com/title/tt5932368/?ref_=adv_li_tt,2.9,R,-2021,2021
We Summon the Darkness,https://www.imdb.com/title/tt8058874/?ref_=adv_li_tt,5.2,R,-2019,2019
Birds of Paradise,https://www.imdb.com/title/tt11771006/?ref_=adv_li_tt,5.9,R,-2021,2021
The Seventh Day,https://www.imdb.com/title/tt11263022/?ref_=adv_li_tt,4.5,R,-2021,2021
The Turkey Bowl,https://www.imdb.com/title/tt7919810/?ref_=adv_li_tt,5.4,R,-2019,2019
100% Wolf,https://www.imdb.com/title/tt8774798/?ref_=adv_li_tt,5.6,PG,-2020,2020
Playmobil: The Movie,https://www.imdb.com/title/tt4199898/?ref_=adv_li_tt,4.9,PG,-2019,2019
Ode to Joy,https://www.imdb.com/title/tt3009772/?ref_=adv_li_tt,6.4,R,-2019,2019
Paul's Promise,https://www.imdb.com/title/tt13483160/?ref_=adv_li_tt,6.6,PG,-2022,2022
Ema,https://www.imdb.com/title/tt8800266/?ref_=adv_li_tt,6.8,R,-2019,2019
Mob Town,https://www.imdb.com/title/tt8722440/?ref_=adv_li_tt,4.6,R,-2019,2019
Redemption Day,https://www.imdb.com/title/tt4439620/?ref_=adv_li_tt,4.6,R,-2021,2021
"Berlin, I Love You",https://www.imdb.com/title/tt2275743/?ref_=adv_li_tt,4.7,R,-2019,2019
The Legend of La Llorona,https://www.imdb.com/title/tt7267498/?ref_=adv_li_tt,3.2,R,-2022,2022
Blowback,https://www.imdb.com/title/tt1551614/?ref_=adv_li_tt,4.2,R,2022,2022
The Secrets We Keep,https://www.imdb.com/title/tt9252488/?ref_=adv_li_tt,5.8,R,2020,2020
"Love, Weddings & Other Disasters",https://www.imdb.com/title/tt10235718/?ref_=adv_li_tt,4.9,PG-13,-2020,2020
Alone,https://www.imdb.com/title/tt10192566/?ref_=adv_li_tt,5,R,2020,2020
The Paper Tigers,https://www.imdb.com/title/tt6060444/?ref_=adv_li_tt,6.3,PG-13,-2020,2020
Survive the Game,https://www.imdb.com/title/tt12861508/?ref_=adv_li_tt,3.2,R,-2021,2021
Clemency,https://www.imdb.com/title/tt5577494/?ref_=adv_li_tt,6.5,R,-2019,2019
Inu-oh,https://www.imdb.com/title/tt10540510/?ref_=adv_li_tt,7.3,PG-13,-2021,2021
Initiation,https://www.imdb.com/title/tt7397098/?ref_=adv_li_tt,5,R,2020,2020
Legacy of Lies,https://www.imdb.com/title/tt6834916/?ref_=adv_li_tt,5.1,R,-2020,2020
Smiley Face Killers,https://www.imdb.com/title/tt12757438/?ref_=adv_li_tt,3.7,R,-2020,2020
Zeros and Ones,https://www.imdb.com/title/tt13432484/?ref_=adv_li_tt,3.3,R,-2021,2021
So Cold the River,https://www.imdb.com/title/tt2184390/?ref_=adv_li_tt,4.2,R,-2022,2022
Seized,https://www.imdb.com/title/tt7221772/?ref_=adv_li_tt,5.3,R,2020,2020
Unplanned,https://www.imdb.com/title/tt9024106/?ref_=adv_li_tt,5.5,R,2019,2019
Better Nate Than Ever,https://www.imdb.com/title/tt14696284/?ref_=adv_li_tt,6.3,PG,-2022,2022
Swallowed,https://www.imdb.com/title/tt14960854/?ref_=adv_li_tt,6.2,R,-2022,2022
18½,https://www.imdb.com/title/tt7325622/?ref_=adv_li_tt,4.9,PG-13,-2021,2021
New Order,https://www.imdb.com/title/tt12474056/?ref_=adv_li_tt,6.5,R,-2020,2020
The Last Shift,https://www.imdb.com/title/tt10661180/?ref_=adv_li_tt,5.7,R,-2020,2020
Greed,https://www.imdb.com/title/tt8972256/?ref_=adv_li_tt,5.8,R,2019,2019
Then Came You,https://www.imdb.com/title/tt8367084/?ref_=adv_li_tt,6,PG-13,-2020,2020
Multiverse,https://www.imdb.com/title/tt8953768/?ref_=adv_li_tt,4.4,R,2019,2019
Tyler Perry's a Madea Family Funeral,https://www.imdb.com/title/tt7054636/?ref_=adv_li_tt,4.6,PG-13,-2019,2019
Changeland,https://www.imdb.com/title/tt6612946/?ref_=adv_li_tt,5.7,R,-2019,2019
Big Trip 2: Special Delivery,https://www.imdb.com/title/tt9719256/?ref_=adv_li_tt,5.1,PG,-2022,2022
Adam,https://www.imdb.com/title/tt1715344/?ref_=adv_li_tt,6.4,R,-2020,2020
American Night,https://www.imdb.com/title/tt5344054/?ref_=adv_li_tt,4.4,R,-2021,2021
The Glorias,https://www.imdb.com/title/tt7435316/?ref_=adv_li_tt,5.9,R,-2020,2020
Anything's Possible,https://www.imdb.com/title/tt11464446/?ref_=adv_li_tt,5.4,PG-13,-2022,2022
Habit,https://www.imdb.com/title/tt11788956/?ref_=adv_li_tt,2.7,R,2021,2021
Trauma Center,https://www.imdb.com/title/tt9625664/?ref_=adv_li_tt,4.1,R,-2019,2019
The Water Man,https://www.imdb.com/title/tt4779326/?ref_=adv_li_tt,5.5,PG,2020,2020
Reign of the Supermen,https://www.imdb.com/title/tt7167686/?ref_=adv_li_tt,6.7,PG-13,-2019,2019
Seance,https://www.imdb.com/title/tt11188624/?ref_=adv_li_tt,5.2,R,2021,2021
The Last Man,https://www.imdb.com/title/tt3312180/?ref_=adv_li_tt,3.7,R,2019,2019
Last Call,https://www.imdb.com/title/tt6523526/?ref_=adv_li_tt,4.1,R,2021,2021
All My Puny Sorrows,https://www.imdb.com/title/tt13588156/?ref_=adv_li_tt,6.1,R,-2021,2021
Tulsa,https://www.imdb.com/title/tt8477134/?ref_=adv_li_tt,6,PG-13,-2020,2020
Safety,https://www.imdb.com/title/tt10649016/?ref_=adv_li_tt,6.8,PG,-2020,2020
We Die Young,https://www.imdb.com/title/tt7903530/?ref_=adv_li_tt,5.2,R,-2019,2019
The Runner,https://www.imdb.com/title/tt5886520/?ref_=adv_li_tt,4.1,R,2021,2021
The Traitor,https://www.imdb.com/title/tt7736478/?ref_=adv_li_tt,7.1,R,-2019,2019
Sylvie's Love,https://www.imdb.com/title/tt9827834/?ref_=adv_li_tt,6.8,PG-13,-2020,2020
American Traitor: The Trial of Axis Sally,https://www.imdb.com/title/tt7050946/?ref_=adv_li_tt,5.6,R,-2021,2021
The Queen's Corgi,https://www.imdb.com/title/tt6563576/?ref_=adv_li_tt,4.8,PG,-2019,2019
Roe v. Wade,https://www.imdb.com/title/tt8639326/?ref_=adv_li_tt,3.8,PG-13,-2019,2019
General Commander,https://www.imdb.com/title/tt7043534/?ref_=adv_li_tt,3.2,R,-2019,2019
Butter,https://www.imdb.com/title/tt6267600/?ref_=adv_li_tt,5.7,PG-13,-2022,2022
Most Wanted,https://www.imdb.com/title/tt1656177/?ref_=adv_li_tt,6.2,R,-2020,2020
Born a Champion,https://www.imdb.com/title/tt10661710/?ref_=adv_li_tt,6.8,R,-2021,2021
Think Like a Dog,https://www.imdb.com/title/tt5929654/?ref_=adv_li_tt,5.2,PG,-2020,2020
Around the World in 80 Days,https://www.imdb.com/title/tt10341040/?ref_=adv_li_tt,4.7,PG,-2021,2021
The Doorman,https://www.imdb.com/title/tt6222118/?ref_=adv_li_tt,4.6,R,-2020,2020
Collide,https://www.imdb.com/title/tt17527124/?ref_=adv_li_tt,5.2,R,2022,2022
Delia's Gone,https://www.imdb.com/title/tt11513710/?ref_=adv_li_tt,4.7,R,-2022,2022
Earthquake Bird,https://www.imdb.com/title/tt8178486/?ref_=adv_li_tt,5.9,R,-2019,2019
Death of Me,https://www.imdb.com/title/tt1830643/?ref_=adv_li_tt,4.4,R,-2020,2020
The Gateway,https://www.imdb.com/title/tt10207710/?ref_=adv_li_tt,4.8,R,2021,2021
The Nutcracker and the Magic Flute,https://www.imdb.com/title/tt11006950/?ref_=adv_li_tt,4.2,PG,-2022,2022
Jacob's Ladder,https://www.imdb.com/title/tt3016748/?ref_=adv_li_tt,3.6,R,-2019,2019
She Dies Tomorrow,https://www.imdb.com/title/tt11614912/?ref_=adv_li_tt,5.1,R,-2020,2020
Last Moment of Clarity,https://www.imdb.com/title/tt1929297/?ref_=adv_li_tt,5.2,R,-2020,2020
3022,https://www.imdb.com/title/tt9465600/?ref_=adv_li_tt,4.5,R,-2019,2019
Viena and the Fantomes,https://www.imdb.com/title/tt3344686/?ref_=adv_li_tt,4.2,R,-2020,2020
Ride Like a Girl,https://www.imdb.com/title/tt7600382/?ref_=adv_li_tt,7,PG,-2019,2019
India Sweets and Spices,https://www.imdb.com/title/tt9896876/?ref_=adv_li_tt,6.1,PG-13,2021,2021
Chariot,https://www.imdb.com/title/tt13942896/?ref_=adv_li_tt,3.5,R,-2022,2022
Storm Boy,https://www.imdb.com/title/tt3340446/?ref_=adv_li_tt,6.8,PG,-2019,2019
The Penthouse,https://www.imdb.com/title/tt10730376/?ref_=adv_li_tt,3.1,R,2021,2021
Military Wives,https://www.imdb.com/title/tt8951692/?ref_=adv_li_tt,6.5,PG-13,-2019,2019
Crypto,https://www.imdb.com/title/tt8563452/?ref_=adv_li_tt,5.3,R,2019,2019
After the Wedding,https://www.imdb.com/title/tt7985692/?ref_=adv_li_tt,6.3,PG-13,-2019,2019
Do Not Reply,https://www.imdb.com/title/tt8168992/?ref_=adv_li_tt,4.5,R,-2019,2019
Supervized,https://www.imdb.com/title/tt7302054/?ref_=adv_li_tt,5.1,R,-2019,2019
A Cinderella Story: Starstruck,https://www.imdb.com/title/tt14445134/?ref_=adv_li_tt,5.4,PG,-2021,2021
Drunk Parents,https://www.imdb.com/title/tt5037840/?ref_=adv_li_tt,4,R,-2019,2019
Violet,https://www.imdb.com/title/tt6852672/?ref_=adv_li_tt,5.9,R,2021,2021
Hope Gap,https://www.imdb.com/title/tt7587876/?ref_=adv_li_tt,6.7,PG-13,-2019,2019
Magic Camp,https://www.imdb.com/title/tt3979300/?ref_=adv_li_tt,6.3,PG,-2020,2020
Endangered Species,https://www.imdb.com/title/tt13863334/?ref_=adv_li_tt,4.7,R,-2021,2021
The Deer King,https://www.imdb.com/title/tt11417856/?ref_=adv_li_tt,6.4,R,-2021,2021
The Roads Not Taken,https://www.imdb.com/title/tt9411866/?ref_=adv_li_tt,5.2,R,-2020,2020
Save Yourselves!,https://www.imdb.com/title/tt7873348/?ref_=adv_li_tt,5.8,R,-2020,2020
Yakuza Princess,https://www.imdb.com/title/tt10715446/?ref_=adv_li_tt,4.7,R,-2021,2021
Wonder Park,https://www.imdb.com/title/tt6428676/?ref_=adv_li_tt,5.8,PG,-2019,2019
Triumph,https://www.imdb.com/title/tt3859466/?ref_=adv_li_tt,5.7,PG-13,2021,2021
Get Duked!,https://www.imdb.com/title/tt9735758/?ref_=adv_li_tt,6.2,R,-2019,2019
Dr. Bird's Advice for Sad Poets,https://www.imdb.com/title/tt3301314/?ref_=adv_li_tt,6.1,R,-2021,2021
Twist,https://www.imdb.com/title/tt10077034/?ref_=adv_li_tt,4.2,R,-2021,2021
Extra Ordinary,https://www.imdb.com/title/tt8233874/?ref_=adv_li_tt,6.4,R,-2019,2019
All Day and a Night,https://www.imdb.com/title/tt3993886/?ref_=adv_li_tt,6,R,-2020,2020
Asking for It,https://www.imdb.com/title/tt14850172/?ref_=adv_li_tt,3.4,R,-2021,2021
The Yin-Yang Master: Dream of Eternity,https://www.imdb.com/title/tt11454718/?ref_=adv_li_tt,6.4,PG-13,-2020,2020
Mary,https://www.imdb.com/title/tt5834854/?ref_=adv_li_tt,4.5,R,2019,2019
Herself,https://www.imdb.com/title/tt9902160/?ref_=adv_li_tt,7,R,-2020,2020
The Walk,https://www.imdb.com/title/tt11278608/?ref_=adv_li_tt,4.9,R,2022,2022
Expired,https://www.imdb.com/title/tt10295314/?ref_=adv_li_tt,3.6,R,-2022,2022
Captors,https://www.imdb.com/title/tt8610036/?ref_=adv_li_tt,6.5,R,2020,2020
Leave No Traces,https://www.imdb.com/title/tt13473548/?ref_=adv_li_tt,7.1,R,-2021,2021
Trading Paint,https://www.imdb.com/title/tt7052494/?ref_=adv_li_tt,4.5,R,-2019,2019
The Kill Team,https://www.imdb.com/title/tt6196936/?ref_=adv_li_tt,6,R,-2019,2019
Wuthering Heights,https://www.imdb.com/title/tt8907052/?ref_=adv_li_tt,5.2,R,-2022,2022
The Price We Pay,https://www.imdb.com/title/tt15441472/?ref_=adv_li_tt,5.7,R,-2022,2022
Villain,https://www.imdb.com/title/tt9820352/?ref_=adv_li_tt,5.9,R,2020,2020
Hide and Seek,https://www.imdb.com/title/tt7975192/?ref_=adv_li_tt,4.1,R,2021,2021
Vampires vs. the Bronx,https://www.imdb.com/title/tt8976576/?ref_=adv_li_tt,5.7,PG-13,-2020,2020
Body Cam,https://www.imdb.com/title/tt8179024/?ref_=adv_li_tt,5.3,R,-2020,2020
Apache Junction,https://www.imdb.com/title/tt13924672/?ref_=adv_li_tt,3.8,R,-2021,2021
The Quarry,https://www.imdb.com/title/tt10151054/?ref_=adv_li_tt,5.4,R,-2020,2020
Poms,https://www.imdb.com/title/tt5125894/?ref_=adv_li_tt,6.1,PG-13,-2019,2019
American Skin,https://www.imdb.com/title/tt10195452/?ref_=adv_li_tt,6.9,R,-2019,2019
Eternal Beauty,https://www.imdb.com/title/tt5362940/?ref_=adv_li_tt,6.2,R,-2019,2019
The Legion,https://www.imdb.com/title/tt8318284/?ref_=adv_li_tt,3.2,R,-2020,2020
Finding Steve McQueen,https://www.imdb.com/title/tt6032328/?ref_=adv_li_tt,6.2,R,-2019,2019
V for Vengeance,https://www.imdb.com/title/tt15745084/?ref_=adv_li_tt,3.6,R,-2022,2022
Run & Gun,https://www.imdb.com/title/tt14039086/?ref_=adv_li_tt,5.1,R,-2022,2022
Rams,https://www.imdb.com/title/tt8737608/?ref_=adv_li_tt,6.4,PG-13,-2020,2020
Nancy Drew and the Hidden Staircase,https://www.imdb.com/title/tt8323104/?ref_=adv_li_tt,5.7,PG,-2019,2019
10 Minutes Gone,https://www.imdb.com/title/tt8809652/?ref_=adv_li_tt,3.6,R,-2019,2019
The Big Trip,https://www.imdb.com/title/tt7403614/?ref_=adv_li_tt,4.7,G,-2019,2019
The Big Ugly,https://www.imdb.com/title/tt9441638/?ref_=adv_li_tt,5.1,R,-2020,2020
Britt-Marie Was Here,https://www.imdb.com/title/tt8103160/?ref_=adv_li_tt,5.5,PG,-2019,2019
Beauty,https://www.imdb.com/title/tt11364112/?ref_=adv_li_tt,4,R,-2022,2022
American Sicario,https://www.imdb.com/title/tt13322120/?ref_=adv_li_tt,5.9,R,-2021,2021
Impractical Jokers: The Movie,https://www.imdb.com/title/tt9208444/?ref_=adv_li_tt,5.8,PG-13,-2020,2020
Don't Tell a Soul,https://www.imdb.com/title/tt8046498/?ref_=adv_li_tt,5.9,R,-2020,2020
The Djinn,https://www.imdb.com/title/tt9352356/?ref_=adv_li_tt,4.8,R,-2021,2021
The Girl with a Bracelet,https://www.imdb.com/title/tt7766886/?ref_=adv_li_tt,6.6,PG-13,-2019,2019
Strange But True,https://www.imdb.com/title/tt2866708/?ref_=adv_li_tt,5.9,PG-13,-2019,2019
Four Kids and It,https://www.imdb.com/title/tt5556054/?ref_=adv_li_tt,5.1,PG,-2020,2020
Killers Anonymous,https://www.imdb.com/title/tt8400758/?ref_=adv_li_tt,4.4,R,-2019,2019
Happily,https://www.imdb.com/title/tt9849004/?ref_=adv_li_tt,5.3,R,-2021,2021
Our Ladies,https://www.imdb.com/title/tt9489598/?ref_=adv_li_tt,6.7,R,-2019,2019
Batman: Soul of the Dragon,https://www.imdb.com/title/tt12885852/?ref_=adv_li_tt,6,R,-2021,2021
No Man's Land,https://www.imdb.com/title/tt10449052/?ref_=adv_li_tt,5.4,PG-13,2020,2020
Cryo,https://www.imdb.com/title/tt8814500/?ref_=adv_li_tt,4.7,PG-13,-2022,2022
All Together Now,https://www.imdb.com/title/tt3155342/?ref_=adv_li_tt,6.5,PG,-2020,2020
Unbelievable!!!!!,https://www.imdb.com/title/tt2180583/?ref_=adv_li_tt,5,PG-13,-2020,2020
The Ravine,https://www.imdb.com/title/tt11155912/?ref_=adv_li_tt,5.3,R,-2021,2021
Vault,https://www.imdb.com/title/tt6838918/?ref_=adv_li_tt,5.5,R,2019,2019
Infidel,https://www.imdb.com/title/tt11229780/?ref_=adv_li_tt,5.6,R,-2019,2019
Killerman,https://www.imdb.com/title/tt7420342/?ref_=adv_li_tt,5.4,R,-2019,2019
Jockey,https://www.imdb.com/title/tt13559026/?ref_=adv_li_tt,6.4,R,-2021,2021
Miss Willoughby and the Haunted Bookshop,https://www.imdb.com/title/tt12825632/?ref_=adv_li_tt,5.3,PG,-2021,2021
"If I Can't Have Love, I Want Power",https://www.imdb.com/title/tt15141288/?ref_=adv_li_tt,6.4,R,-2021,2021
Dutch,https://www.imdb.com/title/tt5738280/?ref_=adv_li_tt,3.7,R,2021,2021
The Estate,https://www.imdb.com/title/tt10740928/?ref_=adv_li_tt,4.7,R,-2020,2020
My Hero Academia: Heroes Rising,https://www.imdb.com/title/tt11107074/?ref_=adv_li_tt,7.8,PG-13,-2019,2019
My Favorite Girlfriend,https://www.imdb.com/title/tt15540696/?ref_=adv_li_tt,3.4,PG-13,-2022,2022
Inherit the Viper,https://www.imdb.com/title/tt7349896/?ref_=adv_li_tt,5.2,R,-2019,2019
She Ball,https://www.imdb.com/title/tt7768784/?ref_=adv_li_tt,3.1,R,-2020,2020
Off the Rails,https://www.imdb.com/title/tt9686350/?ref_=adv_li_tt,5.2,R,2021,2021
Tyson's Run,https://www.imdb.com/title/tt3580748/?ref_=adv_li_tt,6.1,PG,-2022,2022
Adverse,https://www.imdb.com/title/tt8597594/?ref_=adv_li_tt,4.9,R,-2020,2020
"Faith, Hope & Love",https://www.imdb.com/title/tt8310924/?ref_=adv_li_tt,6.3,PG,-2019,2019
Son of Monarchs,https://www.imdb.com/title/tt8908432/?ref_=adv_li_tt,6.2,R,-2020,2020
Sacrifice,https://www.imdb.com/title/tt10004108/?ref_=adv_li_tt,4.6,R,2020,2020
The Sun Is Also a Star,https://www.imdb.com/title/tt6423362/?ref_=adv_li_tt,5.9,PG-13,-2019,2019
The Life Ahead,https://www.imdb.com/title/tt10627584/?ref_=adv_li_tt,6.8,PG-13,-2020,2020
The Host,https://www.imdb.com/title/tt8316568/?ref_=adv_li_tt,4.9,R,-2020,2020
Never Back Down: Revolt,https://www.imdb.com/title/tt13470094/?ref_=adv_li_tt,4,R,-2021,2021
Never Grow Old,https://www.imdb.com/title/tt1158939/?ref_=adv_li_tt,6,R,-2019,2019
The Tracker,https://www.imdb.com/title/tt4142394/?ref_=adv_li_tt,3.6,R,-2019,2019
Boogie,https://www.imdb.com/title/tt10896398/?ref_=adv_li_tt,5.2,R,-2021,2021
Givers of Death,https://www.imdb.com/title/tt10508082/?ref_=adv_li_tt,4.5,R,-2020,2020
Shepherd,https://www.imdb.com/title/tt10196620/?ref_=adv_li_tt,4.9,R,2021,2021
First Lady,https://www.imdb.com/title/tt9068272/?ref_=adv_li_tt,3.7,PG,-2020,2020
Dirty Sexy Saint,https://www.imdb.com/title/tt10969656/?ref_=adv_li_tt,5.5,R,-2019,2019
God's Not Dead: We the People,https://www.imdb.com/title/tt14578032/?ref_=adv_li_tt,4.1,PG,-2021,2021
Peace River,https://www.imdb.com/title/tt14162418/?ref_=adv_li_tt,6.1,PG-13,-2022,2022
The Corrupted,https://www.imdb.com/title/tt5687270/?ref_=adv_li_tt,5.7,R,-2019,2019
Every Last One of Them,https://www.imdb.com/title/tt13454228/?ref_=adv_li_tt,3.4,R,-2021,2021
Hell Hath No Fury,https://www.imdb.com/title/tt15141632/?ref_=adv_li_tt,4.7,R,-2021,2021
Charm City Kings,https://www.imdb.com/title/tt9048840/?ref_=adv_li_tt,6.6,R,-2020,2020
Lady Driver,https://www.imdb.com/title/tt7562334/?ref_=adv_li_tt,5.8,PG,-2020,2020
