title,url,rating,agerating,oldreleaseyear,releaseyear
The Midnight Sky,https://www.imdb.com/title/tt10539608/?ref_=adv_li_tt,5.6,PG-13,-2020,2020
Brian and Charles,https://www.imdb.com/title/tt13270424/?ref_=adv_li_tt,6.7,PG,-2022,2022
The Goldfinch,https://www.imdb.com/title/tt3864056/?ref_=adv_li_tt,6.4,R,-2019,2019
Fear of Rain,https://www.imdb.com/title/tt10037014/?ref_=adv_li_tt,5.9,PG-13,-2021,2021
Sam & Kate,https://www.imdb.com/title/tt14850544/?ref_=adv_li_tt,6.9,R,-2022,2022
A Rainy Day in New York,https://www.imdb.com/title/tt7139936/?ref_=adv_li_tt,6.5,PG-13,-2019,2019
Rumble,https://www.imdb.com/title/tt8337158/?ref_=adv_li_tt,5.9,PG,-2021,2021
"Yes, God, Yes",https://www.imdb.com/title/tt8949056/?ref_=adv_li_tt,6.1,R,-2019,2019
Onward,https://www.imdb.com/title/tt7146812/?ref_=adv_li_tt,7.4,PG,2020,2020
Hot Seat,https://www.imdb.com/title/tt15690300/?ref_=adv_li_tt,4.5,R,-2022,2022
Jay and Silent Bob Reboot,https://www.imdb.com/title/tt6521876/?ref_=adv_li_tt,5.6,R,-2019,2019
Heatwave,https://www.imdb.com/title/tt17291716/?ref_=adv_li_tt,5,R,2022,2022
Monstrous,https://www.imdb.com/title/tt4624366/?ref_=adv_li_tt,4.6,PG-13,-2022,2022
A Beautiful Day in the Neighborhood,https://www.imdb.com/title/tt3224458/?ref_=adv_li_tt,7.2,PG,-2019,2019
Waves,https://www.imdb.com/title/tt8652728/?ref_=adv_li_tt,7.5,R,2019,2019
Mank,https://www.imdb.com/title/tt10618286/?ref_=adv_li_tt,6.8,R,-2020,2020
Snake Eyes,https://www.imdb.com/title/tt8404256/?ref_=adv_li_tt,5.4,PG-13,-2021,2021
News of the World,https://www.imdb.com/title/tt6878306/?ref_=adv_li_tt,6.8,PG-13,-2020,2020
The Hand of God,https://www.imdb.com/title/tt12680684/?ref_=adv_li_tt,7.3,R,-2021,2021
Easter Sunday,https://www.imdb.com/title/tt11952606/?ref_=adv_li_tt,5.3,PG-13,-2022,2022
Vendetta,https://www.imdb.com/title/tt14849038/?ref_=adv_li_tt,3.7,R,2022,2022
Black Site,https://www.imdb.com/title/tt13918550/?ref_=adv_li_tt,4.3,R,2022,2022
The Cursed,https://www.imdb.com/title/tt9907782/?ref_=adv_li_tt,6.2,R,-2021,2021
The Addams Family 2,https://www.imdb.com/title/tt11125620/?ref_=adv_li_tt,5.4,PG,-2021,2021
The Christmas Chronicles: Part Two,https://www.imdb.com/title/tt11057644/?ref_=adv_li_tt,6,PG,-2020,2020
The Unholy,https://www.imdb.com/title/tt9419056/?ref_=adv_li_tt,5.1,PG-13,-2021,2021
Child's Play,https://www.imdb.com/title/tt8663516/?ref_=adv_li_tt,5.7,R,-2019,2019
The Craft: Legacy,https://www.imdb.com/title/tt4685762/?ref_=adv_li_tt,4.5,PG-13,-2020,2020
Summerland,https://www.imdb.com/title/tt6841122/?ref_=adv_li_tt,7,PG,2020,2020
Cold Pursuit,https://www.imdb.com/title/tt5719748/?ref_=adv_li_tt,6.2,R,-2019,2019
Always Be My Maybe,https://www.imdb.com/title/tt7374948/?ref_=adv_li_tt,6.8,PG-13,-2019,2019
The Beach Bum,https://www.imdb.com/title/tt6511932/?ref_=adv_li_tt,5.5,R,-2019,2019
Dora and the Lost City of Gold,https://www.imdb.com/title/tt7547410/?ref_=adv_li_tt,6.1,PG,-2019,2019
Clifford the Big Red Dog,https://www.imdb.com/title/tt2397461/?ref_=adv_li_tt,5.9,PG,-2021,2021
Home Sweet Home Alone,https://www.imdb.com/title/tt11012066/?ref_=adv_li_tt,3.6,PG,-2021,2021
About Fate,https://www.imdb.com/title/tt14456350/?ref_=adv_li_tt,5.9,R,-2022,2022
Minari,https://www.imdb.com/title/tt10633456/?ref_=adv_li_tt,7.4,PG-13,-2020,2020
The Dig,https://www.imdb.com/title/tt3661210/?ref_=adv_li_tt,7.1,PG-13,-2021,2021
Spies in Disguise,https://www.imdb.com/title/tt5814534/?ref_=adv_li_tt,6.8,PG,-2019,2019
That's Amor,https://www.imdb.com/title/tt21388556/?ref_=adv_li_tt,5.2,PG-13,-2022,2022
Alice,https://www.imdb.com/title/tt11040762/?ref_=adv_li_tt,5.2,R,2022,2022
Spenser Confidential,https://www.imdb.com/title/tt8629748/?ref_=adv_li_tt,6.2,R,-2020,2020
The Mauritanian,https://www.imdb.com/title/tt4761112/?ref_=adv_li_tt,7.4,R,-2021,2021
Benediction,https://www.imdb.com/title/tt6852178/?ref_=adv_li_tt,6.7,PG-13,-2021,2021
Funny Thing About Love,https://www.imdb.com/title/tt13891338/?ref_=adv_li_tt,4.8,PG,-2021,2021
Jolt,https://www.imdb.com/title/tt10228134/?ref_=adv_li_tt,5.6,R,-2021,2021
The Highwaymen,https://www.imdb.com/title/tt1860242/?ref_=adv_li_tt,6.9,R,-2019,2019
The Croods: A New Age,https://www.imdb.com/title/tt2850386/?ref_=adv_li_tt,6.9,PG,-2020,2020
Noelle,https://www.imdb.com/title/tt5097410/?ref_=adv_li_tt,6.3,G,-2019,2019
Dolittle,https://www.imdb.com/title/tt6673612/?ref_=adv_li_tt,5.6,PG,-2020,2020
We Can Be Heroes,https://www.imdb.com/title/tt10600398/?ref_=adv_li_tt,4.7,PG,2020,2020
Tolkien,https://www.imdb.com/title/tt3361792/?ref_=adv_li_tt,6.8,PG-13,-2019,2019
Haunt,https://www.imdb.com/title/tt6535880/?ref_=adv_li_tt,6.3,R,2019,2019
House of Darkness,https://www.imdb.com/title/tt18224610/?ref_=adv_li_tt,4.7,R,-2022,2022
Borat Subsequent Moviefilm,https://www.imdb.com/title/tt13143964/?ref_=adv_li_tt,6.6,R,-2020,2020
Jackass Forever,https://www.imdb.com/title/tt11466222/?ref_=adv_li_tt,6.9,R,-2022,2022
One Fine Morning,https://www.imdb.com/title/tt13482828/?ref_=adv_li_tt,7,R,-2022,2022
Serenity,https://www.imdb.com/title/tt6476140/?ref_=adv_li_tt,5.4,R,2019,2019
The Valet,https://www.imdb.com/title/tt4081630/?ref_=adv_li_tt,6.7,PG-13,-2022,2022
The Ledge,https://www.imdb.com/title/tt6805938/?ref_=adv_li_tt,5.1,R,-2022,2022
Ma Rainey's Black Bottom,https://www.imdb.com/title/tt10514222/?ref_=adv_li_tt,6.9,R,-2020,2020
Dashcam,https://www.imdb.com/title/tt15174116/?ref_=adv_li_tt,4.7,R,2021,2021
Mr. Malcolm's List,https://www.imdb.com/title/tt12545566/?ref_=adv_li_tt,5.8,PG,-2022,2022
Umma,https://www.imdb.com/title/tt13235822/?ref_=adv_li_tt,4.7,PG-13,-2022,2022
Bloodshot,https://www.imdb.com/title/tt1634106/?ref_=adv_li_tt,5.7,PG-13,-2020,2020
God's Creatures,https://www.imdb.com/title/tt10375396/?ref_=adv_li_tt,5.8,R,-2022,2022
8-Bit Christmas,https://www.imdb.com/title/tt11540284/?ref_=adv_li_tt,6.7,PG,-2021,2021
Vivo,https://www.imdb.com/title/tt6338498/?ref_=adv_li_tt,6.7,PG,2021,2021
Trick or Treat Scooby-Doo!,https://www.imdb.com/title/tt21919270/?ref_=adv_li_tt,5.7,G,-2022,2022
Honk for Jesus. Save Your Soul.,https://www.imdb.com/title/tt12655436/?ref_=adv_li_tt,5.3,R,-2022,2022
Gone in the Night,https://www.imdb.com/title/tt15426294/?ref_=adv_li_tt,4.9,R,-2022,2022
Crisis,https://www.imdb.com/title/tt9731682/?ref_=adv_li_tt,6.2,R,-2021,2021
The Misfits,https://www.imdb.com/title/tt4876134/?ref_=adv_li_tt,4.3,R,-2021,2021
The Personal History of David Copperfield,https://www.imdb.com/title/tt6439020/?ref_=adv_li_tt,6.4,PG,-2019,2019
3 from Hell,https://www.imdb.com/title/tt8134742/?ref_=adv_li_tt,5.4,R,-2019,2019
Eli,https://www.imdb.com/title/tt5294518/?ref_=adv_li_tt,5.8,R,2019,2019
Weathering with You,https://www.imdb.com/title/tt9426210/?ref_=adv_li_tt,7.5,PG-13,-2019,2019
The Ice Road,https://www.imdb.com/title/tt3758814/?ref_=adv_li_tt,5.6,PG-13,-2021,2021
Black Bear,https://www.imdb.com/title/tt9601220/?ref_=adv_li_tt,6.5,R,2020,2020
Nanny,https://www.imdb.com/title/tt10931784/?ref_=adv_li_tt,6.1,R,-2022,2022
Harriet,https://www.imdb.com/title/tt4648786/?ref_=adv_li_tt,6.7,PG-13,2019,2019
Alone,https://www.imdb.com/title/tt7711170/?ref_=adv_li_tt,6.2,R,2020,2020
Zola,https://www.imdb.com/title/tt5439812/?ref_=adv_li_tt,6.5,R,-2020,2020
The Silence,https://www.imdb.com/title/tt7315484/?ref_=adv_li_tt,5.3,PG-13,2019,2019
God's Country,https://www.imdb.com/title/tt11818818/?ref_=adv_li_tt,5.6,R,2022,2022
Spirit Halloween,https://www.imdb.com/title/tt11426228/?ref_=adv_li_tt,4.4,PG-13,-2022,2022
Being the Ricardos,https://www.imdb.com/title/tt4995540/?ref_=adv_li_tt,6.5,R,-2021,2021
The Bob's Burgers Movie,https://www.imdb.com/title/tt7466442/?ref_=adv_li_tt,7,PG-13,-2022,2022
Escape from Pretoria,https://www.imdb.com/title/tt5797184/?ref_=adv_li_tt,6.8,PG-13,-2020,2020
A Hidden Life,https://www.imdb.com/title/tt5827916/?ref_=adv_li_tt,7.4,PG-13,-2019,2019
Our Friend,https://www.imdb.com/title/tt9608818/?ref_=adv_li_tt,7.3,R,-2019,2019
Don't Make Me Go,https://www.imdb.com/title/tt2597804/?ref_=adv_li_tt,6.6,R,-2022,2022
Land,https://www.imdb.com/title/tt10265034/?ref_=adv_li_tt,6.6,PG-13,2021,2021
Mack & Rita,https://www.imdb.com/title/tt14330236/?ref_=adv_li_tt,4.6,PG-13,-2022,2022
Werewolves Within,https://www.imdb.com/title/tt9288692/?ref_=adv_li_tt,6,R,-2021,2021
Da 5 Bloods,https://www.imdb.com/title/tt9777644/?ref_=adv_li_tt,6.5,R,-2020,2020
The In Between,https://www.imdb.com/title/tt8851148/?ref_=adv_li_tt,5.9,PG-13,-2022,2022
Ron's Gone Wrong,https://www.imdb.com/title/tt7504818/?ref_=adv_li_tt,7,PG,-2021,2021
The Desperate Hour,https://www.imdb.com/title/tt13133936/?ref_=adv_li_tt,4.8,PG-13,-2021,2021
Gully,https://www.imdb.com/title/tt5013984/?ref_=adv_li_tt,2.2,R,-2019,2019
Mona Lisa and the Blood Moon,https://www.imdb.com/title/tt8760670/?ref_=adv_li_tt,6.2,R,-2021,2021
The Two Popes,https://www.imdb.com/title/tt8404614/?ref_=adv_li_tt,7.6,PG-13,-2019,2019
Father Christmas Is Back,https://www.imdb.com/title/tt13103340/?ref_=adv_li_tt,4.5,PG-13,-2021,2021
Back to the Outback,https://www.imdb.com/title/tt13575806/?ref_=adv_li_tt,6.5,PG,-2021,2021
The Curse of La Llorona,https://www.imdb.com/title/tt4913966/?ref_=adv_li_tt,5.2,R,-2019,2019
Christmas in Paradise,https://www.imdb.com/title/tt22309256/?ref_=adv_li_tt,3.9,PG,-2022,2022
The World to Come,https://www.imdb.com/title/tt9738716/?ref_=adv_li_tt,6.3,R,-2020,2020
Mass,https://www.imdb.com/title/tt11389748/?ref_=adv_li_tt,7.6,PG-13,-2021,2021
Let It Snow,https://www.imdb.com/title/tt1950235/?ref_=adv_li_tt,5.8,PG-13,-2019,2019
"Alice, Darling",https://www.imdb.com/title/tt11687104/?ref_=adv_li_tt,7.2,R,-2022,2022
The Phantom of the Open,https://www.imdb.com/title/tt12572040/?ref_=adv_li_tt,7,PG-13,-2021,2021
Paradise Highway,https://www.imdb.com/title/tt7469828/?ref_=adv_li_tt,5.5,R,-2022,2022
Honey Boy,https://www.imdb.com/title/tt8151874/?ref_=adv_li_tt,7.2,R,-2019,2019
My Son,https://www.imdb.com/title/tt13234058/?ref_=adv_li_tt,6,R,2021,2021
Dumbo,https://www.imdb.com/title/tt3861390/?ref_=adv_li_tt,6.3,PG,-2019,2019
Iron Mask,https://www.imdb.com/title/tt6218010/?ref_=adv_li_tt,4.7,PG-13,-2019,2019
Annette,https://www.imdb.com/title/tt6217926/?ref_=adv_li_tt,6.3,R,-2021,2021
Summit Fever,https://www.imdb.com/title/tt8514848/?ref_=adv_li_tt,5,R,-2022,2022
On the Count of Three,https://www.imdb.com/title/tt11160650/?ref_=adv_li_tt,7,R,-2021,2021
The Loneliest Boy in the World,https://www.imdb.com/title/tt12553046/?ref_=adv_li_tt,5.8,R,-2022,2022
Wolfwalkers,https://www.imdb.com/title/tt5198068/?ref_=adv_li_tt,8,PG,-2020,2020
V/H/S/94,https://www.imdb.com/title/tt14867006/?ref_=adv_li_tt,5.5,R,-2021,2021
The Nest,https://www.imdb.com/title/tt8338762/?ref_=adv_li_tt,6.3,R,2020,2020
Missing Link,https://www.imdb.com/title/tt6348138/?ref_=adv_li_tt,6.7,PG,-2019,2019
There Are No Saints,https://www.imdb.com/title/tt1655444/?ref_=adv_li_tt,4.8,R,-2022,2022
Swallow,https://www.imdb.com/title/tt8372298/?ref_=adv_li_tt,6.5,R,2019,2019
Togo,https://www.imdb.com/title/tt5116302/?ref_=adv_li_tt,7.9,PG,-2019,2019
Eraser: Reborn,https://www.imdb.com/title/tt15422240/?ref_=adv_li_tt,4.6,R,-2022,2022
The Silencing,https://www.imdb.com/title/tt7149730/?ref_=adv_li_tt,6.2,R,-2020,2020
The Requin,https://www.imdb.com/title/tt11348232/?ref_=adv_li_tt,2.6,R,-2022,2022
The Boss Baby: Family Business,https://www.imdb.com/title/tt6932874/?ref_=adv_li_tt,5.9,PG,-2021,2021
Unpregnant,https://www.imdb.com/title/tt10556022/?ref_=adv_li_tt,6.5,PG-13,-2020,2020
Trolls World Tour,https://www.imdb.com/title/tt6587640/?ref_=adv_li_tt,6.1,PG,-2020,2020
Ma,https://www.imdb.com/title/tt7958736/?ref_=adv_li_tt,5.6,R,2019,2019
The Hustle,https://www.imdb.com/title/tt1298644/?ref_=adv_li_tt,5.4,PG-13,2019,2019
Dreamland,https://www.imdb.com/title/tt5294522/?ref_=adv_li_tt,5.8,R,2019,2019
Am I OK?,https://www.imdb.com/title/tt11225626/?ref_=adv_li_tt,6.9,R,-2022,2022
Ask Me to Dance,https://www.imdb.com/title/tt14661276/?ref_=adv_li_tt,4.8,PG-13,-2022,2022
The Ambush,https://www.imdb.com/title/tt13445076/?ref_=adv_li_tt,6.8,R,-2021,2021
Irresistible,https://www.imdb.com/title/tt9076562/?ref_=adv_li_tt,6.3,R,2020,2020
Velvet Buzzsaw,https://www.imdb.com/title/tt7043012/?ref_=adv_li_tt,5.7,R,-2019,2019
The Prom,https://www.imdb.com/title/tt10161886/?ref_=adv_li_tt,5.9,PG-13,-2020,2020
Yes Day,https://www.imdb.com/title/tt8521876/?ref_=adv_li_tt,5.7,PG,-2021,2021
The Humans,https://www.imdb.com/title/tt10023286/?ref_=adv_li_tt,6.2,R,-2021,2021
Respect,https://www.imdb.com/title/tt2452150/?ref_=adv_li_tt,6.6,PG-13,-2021,2021
Honest Thief,https://www.imdb.com/title/tt1838556/?ref_=adv_li_tt,6,PG-13,-2020,2020
I Still Believe,https://www.imdb.com/title/tt9779516/?ref_=adv_li_tt,6.4,PG,-2020,2020
Ghosts of War,https://www.imdb.com/title/tt6508228/?ref_=adv_li_tt,5.6,R,-2020,2020
The Report,https://www.imdb.com/title/tt8236336/?ref_=adv_li_tt,7.2,R,2019,2019
Heart of Champions,https://www.imdb.com/title/tt10314548/?ref_=adv_li_tt,5.8,PG-13,-2021,2021
The Wolf of Snow Hollow,https://www.imdb.com/title/tt11140488/?ref_=adv_li_tt,6.2,R,-2020,2020
The Last Full Measure,https://www.imdb.com/title/tt0783640/?ref_=adv_li_tt,6.8,R,-2019,2019
Scoob!,https://www.imdb.com/title/tt3152592/?ref_=adv_li_tt,5.6,PG,-2020,2020
The Turning,https://www.imdb.com/title/tt7510346/?ref_=adv_li_tt,3.9,PG-13,-2020,2020
Fear Street: Part Three - 1666,https://www.imdb.com/title/tt9701942/?ref_=adv_li_tt,6.6,R,-2021,2021
Rogue,https://www.imdb.com/title/tt11576124/?ref_=adv_li_tt,4.1,R,2020,2020
Wish Dragon,https://www.imdb.com/title/tt5562070/?ref_=adv_li_tt,7.2,PG,-2021,2021
Barb and Star Go to Vista Del Mar,https://www.imdb.com/title/tt3797512/?ref_=adv_li_tt,6.3,PG-13,-2021,2021
Bliss,https://www.imdb.com/title/tt10333426/?ref_=adv_li_tt,5.3,R,2021,2021
The Ice Age Adventures of Buck Wild,https://www.imdb.com/title/tt13634480/?ref_=adv_li_tt,4.3,PG,-2022,2022
Capone,https://www.imdb.com/title/tt6199572/?ref_=adv_li_tt,4.7,R,-2020,2020
Aline,https://www.imdb.com/title/tt9735462/?ref_=adv_li_tt,6.3,PG-13,2020,2020
The Aftermath,https://www.imdb.com/title/tt5977276/?ref_=adv_li_tt,6.3,R,-2019,2019
The Laundromat,https://www.imdb.com/title/tt5865326/?ref_=adv_li_tt,6.3,R,2019,2019
Guardians of Time,https://www.imdb.com/title/tt10580188/?ref_=adv_li_tt,3.5,PG,-2022,2022
The Assistant,https://www.imdb.com/title/tt9000224/?ref_=adv_li_tt,6.4,R,2019,2019
The Kid,https://www.imdb.com/title/tt4975920/?ref_=adv_li_tt,5.9,R,2019,2019
Supernova,https://www.imdb.com/title/tt11169050/?ref_=adv_li_tt,6.9,R,2020,2020
Sharp Stick,https://www.imdb.com/title/tt14158346/?ref_=adv_li_tt,4.6,R,-2022,2022
The Devil You Know,https://www.imdb.com/title/tt14591594/?ref_=adv_li_tt,5,R,2022,2022
Cheaper by the Dozen,https://www.imdb.com/title/tt6705162/?ref_=adv_li_tt,4.5,PG,-2022,2022
A Hero,https://www.imdb.com/title/tt11777738/?ref_=adv_li_tt,7.5,PG-13,2021,2021
Witch Hunt,https://www.imdb.com/title/tt10160974/?ref_=adv_li_tt,4.7,R,2021,2021
SAS: Red Notice,https://www.imdb.com/title/tt4479380/?ref_=adv_li_tt,5.2,R,-2021,2021
Deadly Illusions,https://www.imdb.com/title/tt7897330/?ref_=adv_li_tt,3.7,R,-2021,2021
Panama,https://www.imdb.com/title/tt4029412/?ref_=adv_li_tt,3.4,R,-2022,2022
Sweet Girl,https://www.imdb.com/title/tt10731768/?ref_=adv_li_tt,5.5,R,-2021,2021
Lost Girls and Love Hotels,https://www.imdb.com/title/tt0920462/?ref_=adv_li_tt,4.7,R,-2020,2020
Compartment Number 6,https://www.imdb.com/title/tt10262648/?ref_=adv_li_tt,7.3,R,-2021,2021
Malcolm & Marie,https://www.imdb.com/title/tt12676326/?ref_=adv_li_tt,6.6,R,-2021,2021
True History of the Kelly Gang,https://www.imdb.com/title/tt4844140/?ref_=adv_li_tt,6,R,-2019,2019
The Burning Sea,https://www.imdb.com/title/tt12753120/?ref_=adv_li_tt,6.3,PG-13,-2021,2021
Captive State,https://www.imdb.com/title/tt5968394/?ref_=adv_li_tt,6,PG-13,-2019,2019
"Paris, 13th District",https://www.imdb.com/title/tt12708658/?ref_=adv_li_tt,7,R,-2021,2021
Every Breath You Take,https://www.imdb.com/title/tt2231874/?ref_=adv_li_tt,5.3,R,-2021,2021
Apollo 10½: A Space Age Childhood,https://www.imdb.com/title/tt7978758/?ref_=adv_li_tt,7.2,PG-13,-2022,2022
Friendsgiving,https://www.imdb.com/title/tt8431078/?ref_=adv_li_tt,4.4,R,-2020,2020
A Day to Die,https://www.imdb.com/title/tt14412366/?ref_=adv_li_tt,3.5,R,-2022,2022
Antebellum,https://www.imdb.com/title/tt10065694/?ref_=adv_li_tt,5.8,R,-2020,2020
Project Power,https://www.imdb.com/title/tt7550000/?ref_=adv_li_tt,6,R,-2020,2020
47 Meters Down: Uncaged,https://www.imdb.com/title/tt7329656/?ref_=adv_li_tt,5,PG-13,-2019,2019
Villains,https://www.imdb.com/title/tt6378710/?ref_=adv_li_tt,6.2,R,2019,2019
Artemis Fowl,https://www.imdb.com/title/tt3089630/?ref_=adv_li_tt,4.2,PG,-2020,2020
Outside the Wire,https://www.imdb.com/title/tt10451914/?ref_=adv_li_tt,5.4,R,-2021,2021
The Virtuoso,https://www.imdb.com/title/tt4136456/?ref_=adv_li_tt,4.9,R,-2021,2021
Kajillionaire,https://www.imdb.com/title/tt8143990/?ref_=adv_li_tt,6.4,R,-2020,2020
Naked Singularity,https://www.imdb.com/title/tt9598214/?ref_=adv_li_tt,4.8,R,-2021,2021
Queen & Slim,https://www.imdb.com/title/tt8722346/?ref_=adv_li_tt,7.1,R,-2019,2019
Miss Bala,https://www.imdb.com/title/tt5941692/?ref_=adv_li_tt,5.8,PG-13,-2019,2019
Gemini Man,https://www.imdb.com/title/tt1025100/?ref_=adv_li_tt,5.7,PG-13,-2019,2019
Warning,https://www.imdb.com/title/tt8956324/?ref_=adv_li_tt,4.6,R,2021,2021
A Call to Spy,https://www.imdb.com/title/tt7698468/?ref_=adv_li_tt,6.6,PG-13,-2019,2019
Queenpins,https://www.imdb.com/title/tt9054192/?ref_=adv_li_tt,6.3,R,-2021,2021
The Night Clerk,https://www.imdb.com/title/tt7979142/?ref_=adv_li_tt,5.6,R,-2020,2020
Petite Maman,https://www.imdb.com/title/tt13204490/?ref_=adv_li_tt,7.4,PG,-2021,2021
Girl at the Window,https://www.imdb.com/title/tt15360384/?ref_=adv_li_tt,5.5,R,-2022,2022
Rise,https://www.imdb.com/title/tt11242162/?ref_=adv_li_tt,7,PG,2022,2022
Memoria,https://www.imdb.com/title/tt8399288/?ref_=adv_li_tt,6.5,PG,2021,2021
The Grudge,https://www.imdb.com/title/tt3612126/?ref_=adv_li_tt,4.3,R,2020,2020
Horse Girl,https://www.imdb.com/title/tt11388406/?ref_=adv_li_tt,6,R,2020,2020
Thunder Force,https://www.imdb.com/title/tt10121392/?ref_=adv_li_tt,4.5,PG-13,-2021,2021
Dangerous Game: The Legacy Murders,https://www.imdb.com/title/tt16375952/?ref_=adv_li_tt,4.5,R,-2022,2022
Pain and Glory,https://www.imdb.com/title/tt8291806/?ref_=adv_li_tt,7.5,R,-2019,2019
I'm Your Man,https://www.imdb.com/title/tt13087796/?ref_=adv_li_tt,7.1,R,-2021,2021
Horizon Line,https://www.imdb.com/title/tt5498354/?ref_=adv_li_tt,4.8,PG-13,-2020,2020
A California Christmas,https://www.imdb.com/title/tt13055780/?ref_=adv_li_tt,5.8,PG-13,-2020,2020
Blue Bayou,https://www.imdb.com/title/tt11121664/?ref_=adv_li_tt,7.1,R,-2021,2021
Pet Sematary,https://www.imdb.com/title/tt0837563/?ref_=adv_li_tt,5.7,R,-2019,2019
Lansky,https://www.imdb.com/title/tt5078852/?ref_=adv_li_tt,6.2,R,-2021,2021
The Secret Life of Pets 2,https://www.imdb.com/title/tt5113040/?ref_=adv_li_tt,6.4,PG,-2019,2019
Flag Day,https://www.imdb.com/title/tt2304637/?ref_=adv_li_tt,5.4,R,-2021,2021
The Banker,https://www.imdb.com/title/tt6285944/?ref_=adv_li_tt,7.3,PG-13,-2020,2020
Colors of Love,https://www.imdb.com/title/tt13273728/?ref_=adv_li_tt,5.6,G,-2021,2021
Nine Days,https://www.imdb.com/title/tt10451852/?ref_=adv_li_tt,6.8,R,-2020,2020
Last Man Down,https://www.imdb.com/title/tt12335692/?ref_=adv_li_tt,4.2,R,-2021,2021
Separation,https://www.imdb.com/title/tt9173154/?ref_=adv_li_tt,4.7,R,2021,2021
Amulet,https://www.imdb.com/title/tt8332802/?ref_=adv_li_tt,4.9,R,-2020,2020
Lady and the Tramp,https://www.imdb.com/title/tt8096832/?ref_=adv_li_tt,6.2,PG,-2019,2019
Injustice,https://www.imdb.com/title/tt5012504/?ref_=adv_li_tt,6.4,R,-2021,2021
Emergency,https://www.imdb.com/title/tt13650600/?ref_=adv_li_tt,6.1,R,-2022,2022
The Stand In,https://www.imdb.com/title/tt7970348/?ref_=adv_li_tt,4.7,R,-2020,2020
The Map of Tiny Perfect Things,https://www.imdb.com/title/tt11080108/?ref_=adv_li_tt,6.8,PG-13,-2021,2021
Crawlspace,https://www.imdb.com/title/tt14394620/?ref_=adv_li_tt,4.7,R,-2022,2022
Shaft,https://www.imdb.com/title/tt4463894/?ref_=adv_li_tt,6.4,R,-2019,2019
Pinocchio,https://www.imdb.com/title/tt8333746/?ref_=adv_li_tt,6.2,PG-13,-2019,2019
Passing,https://www.imdb.com/title/tt8893974/?ref_=adv_li_tt,6.7,PG-13,2021,2021
Escape the Field,https://www.imdb.com/title/tt11265320/?ref_=adv_li_tt,4.3,R,-2022,2022
Fatherhood,https://www.imdb.com/title/tt4733624/?ref_=adv_li_tt,6.6,PG-13,2021,2021
Happy Death Day 2U,https://www.imdb.com/title/tt8155288/?ref_=adv_li_tt,6.2,PG-13,-2019,2019
Art of Love,https://www.imdb.com/title/tt5280052/?ref_=adv_li_tt,4.2,R,-2021,2021
The Novice,https://www.imdb.com/title/tt11131464/?ref_=adv_li_tt,6.5,R,-2021,2021
Agent Game,https://www.imdb.com/title/tt14168394/?ref_=adv_li_tt,3.8,R,-2022,2022
All My Life,https://www.imdb.com/title/tt8305852/?ref_=adv_li_tt,6.3,PG-13,-2020,2020
Judy,https://www.imdb.com/title/tt7549996/?ref_=adv_li_tt,6.8,PG-13,2019,2019
Minamata,https://www.imdb.com/title/tt9179096/?ref_=adv_li_tt,7.3,R,-2020,2020
Light of My Life,https://www.imdb.com/title/tt6063090/?ref_=adv_li_tt,6.6,R,2019,2019
All My Friends Hate Me,https://www.imdb.com/title/tt9340892/?ref_=adv_li_tt,6.3,R,-2021,2021
Escape Plan: The Extractors,https://www.imdb.com/title/tt6772804/?ref_=adv_li_tt,4.4,R,-2019,2019
Wire Room,https://www.imdb.com/title/tt16527290/?ref_=adv_li_tt,3.5,R,-2022,2022
Swan Song,https://www.imdb.com/title/tt13207508/?ref_=adv_li_tt,6.8,R,2021,2021
The Way Back,https://www.imdb.com/title/tt8544498/?ref_=adv_li_tt,6.7,R,2020,2020
Worth,https://www.imdb.com/title/tt8009744/?ref_=adv_li_tt,6.8,PG-13,-2020,2020
Private Property,https://www.imdb.com/title/tt15167994/?ref_=adv_li_tt,4.3,R,-2022,2022
The Souvenir,https://www.imdb.com/title/tt6920356/?ref_=adv_li_tt,6.4,R,-2019,2019
Words on Bathroom Walls,https://www.imdb.com/title/tt8045906/?ref_=adv_li_tt,7.1,PG-13,-2020,2020
Mid-Century,https://www.imdb.com/title/tt6821198/?ref_=adv_li_tt,3.3,R,-2022,2022
Radioactive,https://www.imdb.com/title/tt6017756/?ref_=adv_li_tt,6.2,PG-13,-2019,2019
A Dog's Journey,https://www.imdb.com/title/tt8385474/?ref_=adv_li_tt,7.4,PG,-2019,2019
The Boys in the Band,https://www.imdb.com/title/tt10199914/?ref_=adv_li_tt,6.8,R,-2020,2020
The Burnt Orange Heresy,https://www.imdb.com/title/tt8342680/?ref_=adv_li_tt,6.1,R,-2019,2019
A California Christmas: City Lights,https://www.imdb.com/title/tt13701962/?ref_=adv_li_tt,5.5,PG-13,-2021,2021
The Aeronauts,https://www.imdb.com/title/tt6141246/?ref_=adv_li_tt,6.6,PG-13,-2019,2019
Above Suspicion,https://www.imdb.com/title/tt5688068/?ref_=adv_li_tt,5.6,R,-2019,2019
Vacation Friends,https://www.imdb.com/title/tt3626476/?ref_=adv_li_tt,6.3,R,-2021,2021
The Vast of Night,https://www.imdb.com/title/tt6803046/?ref_=adv_li_tt,6.7,PG-13,-2019,2019
The Angry Birds Movie 2,https://www.imdb.com/title/tt6095472/?ref_=adv_li_tt,6.4,PG,-2019,2019
